
変数情報			
変数	位置	ラベル	欠損値
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
FQ31F	1	賛成
	2	どちらかといえば賛成
	3	どちらともいえない
	4	どちらかといえば反対
	5	反対
	6	わからない
	9	無回答
FQ32	1	自民党
	2	民主党
	3	公明党
	4	共産党
	5	社民党
	6	日本維新の会
	7	みんなの党
	8	日本未来の党
	9	その他の政党
	10	特に支持する政党はない
	11	わからない
	99	無回答
FQ33	1	つねに関心を払っている
	2	ときどき関心を払っている
	3	たまに関心を払っている
	4	ほとんど関心をはらっていない
	9	無回答
FQ34	1	自民党
	2	民主党
	3	公明党
	4	共産党
	5	社民党
	6	日本維新の会
	7	みんなの党
	8	日本未来の党
	9	その他の政党
	10	投票しなかった（白票を投じた場合も含む）
	11	忘れた
	99	無回答
FQ35	1	自民党
	2	民主党
	3	公明党
	4	共産党
	5	社民党
	6	日本維新の会
	7	みんなの党
	8	日本未来の党
	9	その他の政党
	10	まだ決めていない
	11	投票しない予定
	99	無回答
FQ36A	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36B	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36C	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36D	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36E	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36F	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36G	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36H	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36I	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36J	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36K	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36L	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36M	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ36N	0	0度
	10	10度
	20	20度
	30	30度
	40	40度
	50	50度
	60	60度
	70	70度
	80	80度
	90	90度
	100	100度
	999	無回答
FQ37_1	1	自民党
	2	民主党
	3	公明党
	4	共産党
	5	社民党
	6	日本維新の会
	7	みんなの党
	8	日本未来の党
	9	その他の政党
	10	わからない
	99	無回答
FQ37_2	1	投票に行く
	2	たぶん投票に行く
	3	投票に行くかもしれないし行かないかもしれない
	4	たぶん投票に行かない
	5	投票に行かない
	9	無回答
FQ38A	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	99	無回答
FQ38B	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	15	配偶者（夫または妻）はいない
	99	無回答
FQ38C	1	年収なし
	2	25万円未満
	3	50万円くらい（25～75万円未満）
	4	100万円くらい（75～150万円未満）
	5	200万円くらい（150～250万円未満）
	6	300万円くらい（250～350万円未満）
	7	400万円くらい（350～450万円未満）
	8	500万円くらい（450～600万円未満）
	9	700万円くらい（600～850万円未満）
	10	1,000万円くらい（850～1,250万円未満）
	11	1,500万円くらい（1,250～1,750万円未満）
	12	2,000万円くらい（1,750～2,250万円未満）
	13	2250万円以上
	14	わからない
	99	無回答
FQ39_A	1	選択
	2	非選択
	9	無回答
FQ39_B	1	選択
	2	非選択
	9	無回答
FQ39_C	1	選択
	2	非選択
	9	無回答
FQ39_D	1	選択
	2	非選択
	9	無回答
FQ39_E	1	選択
	2	非選択
	9	無回答
FQ39_F	1	選択
	2	非選択
	9	無回答
FQ39_G	1	選択
	2	非選択
	9	無回答
FQ39_H	1	選択
	2	非選択
	9	無回答
FQ39_I	1	選択
	2	非選択
	9	無回答
FQ39_J	1	選択
	2	非選択
	9	無回答
FQ39_K	1	選択
	2	非選択
	9	無回答
FQ39_L	1	選択
	2	非選択
	9	無回答
FQ39_M	1	選択
	2	非選択
	9	無回答
FQ40	1	なし
	2	50万円未満
	3	50万円以上100万円未満
	4	100万円以上300万円未満
	5	300万円以上500万円未満
	6	500万円以上1,000万円未満
	7	1,000万円以上3,000万円未満
	8	3,000万円以上5,000万円未満
	9	5,000万円以上
	10	わからない
	99	無回答
FQ41	1	持家（一戸建て）
	2	持家（分譲マンション）
	3	借家・民間のアパート・マンション（賃貸）
	4	公団賃貸アパート・住宅
	5	公営賃貸アパート・住宅
	6	社宅・寮・官舎・公舎
	7	下宿・間借り
	8	その他
	99	無回答
FQ41A	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ41B	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ41C	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ41D	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ41E	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ42	1	いいえ
	2	はい
	9	無回答
FQ42S	8888	非該当
	9999	無回答
FQ43	1	ある
	2	ない
	3	わからない
	9	無回答
FQ43S	1	なし
	2	50万円未満
	3	50万円以上100万円未満
	4	100万円以上300万円未満
	5	300万円以上500万円未満
	6	500万円以上1,000万円未満
	7	1,000万円以上3,000万円未満
	8	3,000万円以上5,000万円未満
	9	5,000万円以上
	10	わからない
	88	非該当
	99	無回答
FQ44	1	既婚（事実婚を含む）
	2	未婚
	3	死別
	4	離別
	9	無回答
FQ45_1	1	経営者、役員
	2	正社員・正職員
	3	パートなど(契約・臨時・嘱託・請負等含む)
	4	自営業主、自由業者
	5	家族従業者
	6	内職
	7	無職(専業主婦・主夫を含む)
	8	学生
	9	その他
	88	非該当
	99	無回答
FQ45_2	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	88	非該当
	99	無回答
fq45_2c	501	自然科学系研究者
	502	人文科学系研究者
	503	機械・電気・化学技術者
	504	建築・土木技術者
	505	農林技術者
	506	情報処理技術者
	507	その他の技師・技術者
	508	医師
	509	歯科医師
	510	薬剤師
	511	助産婦
	512	保健婦
	513	栄養士
	514	看護婦、看護士
	515	あん摩・はり・きゅう師、柔道整復師
	516	その他の保健医療従事者
	517	裁判官、検察官、弁護士
	518	その他の法務従事者
	519	公認会計士、税理士
	520	幼稚園教員
	521	小学校教員
	522	中学校教員
	523	高等学校教員
	524	大学教員
	525	盲・ろう・養護学校教員
	526	その他の教員
	527	宗教家
	528	文芸家、著述家
	529	記者、編集者
	530	彫刻家、画家、工芸美術家
	531	デザイナー
	532	写真家、カメラマン
	533	音楽家（個人に教授するものを除く）
	534	俳優、舞踊家、演芸家（個人に教授するものを除く）
	535	職業スポーツ家（個人に教授するものを除く）
	536	獣医師
	537	保母、保父
	538	社会福祉事業専門職員
	539	個人教師
	540	不動産鑑定士
	541	経営コンサルタント
	542	アナウンサー（ラジオ・テレビ）
	543	図書館司書
	544	その他の専門的・技術的職業従事者
	545	管理的公務員
	546	国会議員
	547	地方議員
	548	会社役員
	549	その他の法人・団体の役員
	550	会社・団体等の管理職員
	551	駅長、区長
	552	郵便局長、電報・電話局長
	553	その他の管理的職業従事者
	554	総務・企画事務員
	555	受付・案内事務員
	556	出荷・受荷事務員
	557	営業・販売事務員
	558	その他の一般事務員
	559	会計事務員
	560	郵便・通信事務員
	561	集金人
	562	その他の外勤事務従事者
	563	運輸事務員
	564	速記者、タイピスト、キーパンチャー
	565	電子計算機等操作員
	566	小売店主
	567	卸売店主
	568	飲食店主
	569	販売店員
	570	行商人、呼売人、露天商人
	571	再生資源卸売人・回収人
	572	商品仲立人
	573	外交員（保険、不動産を除く）
	574	保険代理人・外交員
	575	不動産仲買人・売買人
	576	質屋店主・店員
	577	その他の販売類似職業従事者
	578	女中、家政婦、家事サービス職業従事者
	579	理容師、美容師
	580	クリーニング職、洗張職
	581	料理人
	582	バーテンダー
	583	給仕係
	584	スチュワーデス、スチュワード
	585	接客社交係
	586	娯楽場等の接客員
	587	旅行・観光案内人
	588	その他の個人サービス職業従事者
	589	旅館主人・番頭、ホテル支配人
	590	下宿・アパートの管理人、舎監、寮母
	591	ファッションモデル
	592	その他のサービス職業従事者
	593	自衛官
	594	警察官、海上保安官、鉄道公安員
	595	消防員
	596	看守、守衛、監視員
	597	その他の保安職業従事者
	598	旧職業軍人
	599	農耕・養蚕作業者
	600	植木職、造園師
	601	畜産作業者
	602	林業作業者
	603	その他の農林業作業者
	604	漁業作業者
	605	漁船の船長・航海士・機関長・機関士
	606	電車・機関車運転士
	607	自動車運転者
	608	船長・航海士（漁船を除く）、水先人
	609	船舶機関長・機関士（漁船を除く）
	610	航空機操縦士、航空士、航空機関士
	611	車掌
	612	鉄道員
	613	船員
	614	その他の運輸従事者
	615	無線通信士、無線技術士
	616	有線通信士
	617	電話交換手
	618	郵便・電報外務員
	619	その他の通信従事者
	620	採鉱員、採炭員
	621	石切出作業者
	622	その他の採掘作業者
	623	陶磁器工、絵付作業者
	624	石工
	625	ガラス・セメント製品製造作業者
	626	その他の窯業・土石製品製造作業者
	627	製銑工、製鋼工、精錬工
	628	鋳物工、鍛造工、金属材料製造作業者
	629	化学製品製造作業者
	630	金属工作機械工、めっき工、金属加工作業者
	631	鉄工、板金工
	632	金属溶接工
	633	一般機械組立工・修理工
	634	電気機械器具組立工・修理工
	635	自動車組立工・整備工
	636	鉄道車両組立工・修理工
	637	船舶ぎ装工（他に分類されない）
	638	航空機組立工・整備工
	639	自転車組立工・修理工
	640	その他の輸送機械組立・修理作業者
	641	時計組立工・修理工
	642	光学機械・精密機械器具組立工・修理工
	643	精穀工、製粉工
	644	パン・菓子・めん類・豆腐製造工
	645	味噌・醤油・缶詰食品・乳製品製造工、飲食料品製造作業者
	646	たばこ製造工
	647	酒類製造工
	648	製糸作業者
	649	織布工、紡織作業者
	650	漂白工、染色工
	651	洋服・和服仕立職
	652	縫製工、裁断工
	653	製材工、木工
	654	指物職、家具職、建具職
	655	船大工
	656	おけ職、木・竹・草・つる製品製造作業者
	657	製紙工、紙器製造工、パルプ・紙・紙製品製造作業者
	658	印刷・製本作業者
	659	ゴム・プラスチック製品製造作業者
	660	くつ製造工・修理工、かわ・かわ製品製造作業者
	661	塗装工、画工、看板工
	662	漆塗師、まき絵師
	663	表具師、内張工
	664	和がさ・ちょうちん・うちわ職
	665	貴金属・宝石・甲・角等細工工
	666	印判師
	667	洋傘組立工
	668	かばん・袋物製造工
	669	がん具製造工
	670	製図工、現図工
	671	映写技士
	672	その他の技能工・生産工程作業者
	673	汽かん士、汽かん火夫
	674	起重機・建設機械運転作業者
	675	その他の定置機関運転作業者
	676	発電員、変電員
	677	電気工事・電話工事作業者
	678	土木・建築請負師
	679	左官、とび職
	680	れんが積工、配管工
	681	畳職
	682	土工、道路工夫
	683	鉄道線路工夫
	684	現場監督、その他の建設作業者
	685	倉庫夫、仲仕
	686	運搬労務者
	687	清掃員
	688	その他の労務作業者
	689	分類不能の職業
	690	旧地主
	691	名目上の役員
	701	スーパー等のレジスター係・キャッシャー
	702	大工
	703	教員
	704	製品製造作業者
	705	会社員
	706	宅配便の配達
	707	自営業
	801	介護員、ヘルパー
	802	その他医療・福祉サービス職従事者
	803	雇われている販売店長
	804	雇われている飲食店長
	986	無職
	987	兵役
	988	大学生、短大生
	989	大学院生
	990	その他の生徒・学生
	991	分類不能の生徒・学生
	998	非該当
	999	不明、無回答
fq45_2l	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	10	農林
	88	非該当
	99	無回答
FQ45_3	1	役職なし
	2	監督、職長、班長、組長
	3	係長、係長相当職
	4	課長、課長相当職
	5	部長、部長相当職
	6	社長、重役、役員、理事
	7	その他
	8	非該当
	9	無回答
FQ45_4A	88	非該当
	99	無回答
FQ45_4M	88	非該当
	99	無回答
FQ45_4X	1	午前
	2	午後
	8	非該当
	9	無回答
FQ45_4Y	88	非該当
	99	無回答
FQ45_4Z	88	非該当
	99	無回答
FQ45_5	1	1人
	2	2～4人
	3	5～29人
	4	30～299人
	5	300～999人
	6	1000人以上
	7	官公庁
	8	わからない
	88	非該当
	99	無回答
FQ46A	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ46B	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ46C	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ46D	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ46E	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ46F	1	毎日
	2	週に5～6日
	3	週に3～4日
	4	週に1～2日
	5	月に1～3日
	6	ほとんどしない
	8	非該当
	9	無回答
FQ47	1	ある
	2	ない
	8	非該当
	9	無回答
FQ47Y	88	非該当
	99	無回答
FQ47M	88	非該当
	99	無回答
FQ48	1	届け出た
	2	届け出る予定
	3	届け出の予定はない
	8	非該当
	9	無回答
FQ49A	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
FQ49Y	888	非該当
	999	無回答
FQ49M	88	非該当
	99	無回答
FQ50	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	8	非該当
	9	無回答
FQ51_1AA	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
FQ51_1AY	888	非該当
	999	無回答
FQ51_1AM	88	非該当
	99	無回答
FQ51_1BA	1	西暦
	2	昭和
	3	平成
	8	非該当
	9	無回答
FQ51_1BY	888	非該当
	999	無回答
FQ51_1BM	88	非該当
	99	無回答
FQ51_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2G	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2H	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2I	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2J	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2K	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2L	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2M	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2N	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ51_2O	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ52	1	ぜひ結婚したい
	2	できれば結婚したい
	3	結婚してもしなくてもよい
	4	結婚したくない
	5	結婚について考えていない
	8	非該当
	9	無回答
FQ53A	1	重視しない・気にしない
	2	重視する
	8	非該当
	9	無回答
FQ53B	1	重視しない・気にしない
	2	重視する
	8	非該当
	9	無回答
FQ53C	1	重視しない・気にしない
	2	重視する
	8	非該当
	9	無回答
FQ53D	1	重視しない・気にしない
	2	重視する
	8	非該当
	9	無回答
FQ53E	1	重視しない・気にしない
	2	重視する
	8	非該当
	9	無回答
FQ53DA	888888	非該当
	999999	無回答
FQ53DB	888888	非該当
	999999	無回答
FQ53EA	888	非該当
	999	無回答
FQ53EB	888	非該当
	999	無回答
FQ54_1	1	大勢いる
	2	多少いる
	3	あまりいない
	4	ほとんどいない
	8	非該当
	9	無回答
FQ54_2	1	多い
	2	やや多い
	3	少ない
	4	ほとんどない
	8	非該当
	9	無回答
FQ54_3A	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3B	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3C	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3D	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3E	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3F	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3G	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3H	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3I	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3J	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3K	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3L	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3M	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ54_3N	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ55	1	婚約者がいる
	2	特定の交際相手がいる
	3	現在はいない
	8	非該当
	9	無回答
FQ56_1Y	88	非該当
	99	無回答
FQ56_1M	88	非該当
	99	無回答
FQ56_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2G	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2H	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2I	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2J	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2K	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2L	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2M	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2N	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_2O	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ56_3	1	中学校
	2	高等学校
	3	専修学校（専門学校）
	4	短期大学・高等専門学校（5年制）
	5	大学
	6	大学院
	7	わからない
	8	非該当
	9	無回答
FQ57_01A	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_02B	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_03C	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_04D	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_05E	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_06F	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_07G	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_08H	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_09I	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_10J	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_11K	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_12L	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_13M	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_14N	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_15O	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_16P	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_17Q	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_18R	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ57_19S	1	選択
	2	非選択
	8	非該当
	9	無回答
FQ58_A	1	選択
	2	非選択
	9	無回答
FQ58_B	1	選択
	2	非選択
	9	無回答
FQ58_C	1	選択
	2	非選択
	9	無回答
FQ58_D	1	選択
	2	非選択
	9	無回答
FQ58_E	1	選択
	2	非選択
	9	無回答
FQ58_F	1	選択
	2	非選択
	9	無回答
FQ58_G	1	選択
	2	非選択
	9	無回答
FQ58_H	1	選択
	2	非選択
	9	無回答
FQ58_I	1	選択
	2	非選択
	9	無回答
fq58_j	1	選択
	2	非選択
	9	無回答
fq58_k	1	選択
	2	非選択
	9	無回答
fq58_l	1	選択
	2	非選択
	9	無回答
fq58_m	1	選択
	2	非選択
	9	無回答
fq58_n	1	選択
	2	非選択
	9	無回答
fq58_o	1	選択
	2	非選択
	9	無回答
FQ59	1	0％案
	2	15％案
	3	20～25％案
	4	その他
	5	わからない
	9	無回答
FQ60	0	0％
	10	10％
	20	20％
	30	30％
	40	40％
	50	50％
	60	60％
	70	70％
	80	80％
	90	90％
	100	100％
	999	無回答
FQ61	1	はい
	2	いいえ
	9	無回答
GQSURVEY	8	あり
GQBLOCK	1	北海道
	2	東北
	3	関東
	4	北陸
	5	東山
	6	東海
	7	近畿
	8	中国
	9	四国
	10	九州
	99	その他
GQSIZE	1	16大市
	2	20万以上市
	3	その他市
	4	町村
	9	不明
GQ02	1	している
	2	していない
	9	無回答
GQ02_1	1	通学している
	2	家事をしている
	3	その他
	8	非該当
	9	無回答
GQ02_2	1	思っていて、仕事さがしや開業準備をしている
	2	思っているが、仕事さがしや開業準備はしていない
	3	思っていない
	8	非該当
	9	無回答
GQ03_1	1	経営者、役員
	2	正社員・正職員
	3	パート・アルバイト(学生アルバイトを含む)・契約・臨時・嘱託
	4	派遣社員
	5	請負社員
	6	自営業主、自由業者
	7	家族従業者
	8	内職
	9	その他
	10	無職(学生は除く)
	11	学生(働いていない)
	12	学生(現在非正規で働いている)
	88	非該当
	99	無回答
GQ03_2	1	専門職・技術職
	2	管理職
	3	事務職
	4	販売職
	5	サービス職
	6	生産現場職・技能職
	7	運輸・保安職
	8	その他
	88	非該当
	99	無回答
gq03_2c	501	自然科学系研究者
	502	人文科学系研究者
	503	機械・電気・化学技術者
	504	建築・土木技術者
	505	農林技術者
	506	情報処理技術者
	507	その他の技師・技術者
	508	医師
	509	歯科医師
	510	薬剤師
	511	助産婦
	512	保健婦
	513	栄養士
	514	看護婦、看護士
	515	あん摩・はり・きゅう師、柔道整復師
	516	その他の保健医療従事者
	517	裁判官、検察官、弁護士
	518	その他の法務従事者
	519	公認会計士、税理士
	520	幼稚園教員
	521	小学校教員
	522	中学校教員
	523	高等学校教員
	524	大学教員
	525	盲・ろう・養護学校教員
	526	その他の教員
	527	宗教家
	528	文芸家、著述家
	529	記者、編集者
	530	彫刻家、画家、工芸美術家
	531	デザイナー
	532	写真家、カメラマン
	533	音楽家（個人に教授するものを除く）
	534	俳優、舞踊家、演芸家（個人に教授するものを除く）
	535	職業スポーツ家（個人に教授するものを除く）
	536	獣医師
	537	保母、保父
	538	社会福祉事業専門職員
	539	個人教師
	540	不動産鑑定士
	541	経営コンサルタント
	542	アナウンサー（ラジオ・テレビ）
	543	図書館司書
	544	その他の専門的・技術的職業従事者
	545	管理的公務員
	546	国会議員
	547	地方議員
	548	会社役員
	549	その他の法人・団体の役員
	550	会社・団体等の管理職員
	551	駅長、区長
	552	郵便局長、電報・電話局長
	553	その他の管理的職業従事者
	554	総務・企画事務員
	555	受付・案内事務員
	556	出荷・受荷事務員
	557	営業・販売事務員
	558	その他の一般事務員
	559	会計事務員
	560	郵便・通信事務員
	561	集金人
	562	その他の外勤事務従事者
	563	運輸事務員
	564	速記者、タイピスト、キーパンチャー
	565	電子計算機等操作員
	566	小売店主
	567	卸売店主
	568	飲食店主
	569	販売店員
	570	行商人、呼売人、露天商人
	571	再生資源卸売人・回収人
	572	商品仲立人
	573	外交員（保険、不動産を除く）
	574	保険代理人・外交員
	575	不動産仲買人・売買人
	576	質屋店主・店員
	577	その他の販売類似職業従事者
	578	女中、家政婦、家事サービス職業従事者
	579	理容師、美容師
	580	クリーニング職、洗張職
	581	料理人
	582	バーテンダー
	583	給仕係
	584	スチュワーデス、スチュワード
	585	接客社交係
	586	娯楽場等の接客員
	587	旅行・観光案内人
	588	その他の個人サービス職業従事者
	589	旅館主人・番頭、ホテル支配人
	590	下宿・アパートの管理人、舎監、寮母
	591	ファッションモデル
	592	その他のサービス職業従事者
	593	自衛官
	594	警察官、海上保安官、鉄道公安員
	595	消防員
	596	看守、守衛、監視員
	597	その他の保安職業従事者
	598	旧職業軍人
	599	農耕・養蚕作業者
	600	植木職、造園師
	601	畜産作業者
	602	林業作業者
	603	その他の農林業作業者
	604	漁業作業者
	605	漁船の船長・航海士・機関長・機関士
	606	電車・機関車運転士
	607	自動車運転者
	608	船長・航海士（漁船を除く）、水先人
	609	船舶機関長・機関士（漁船を除く）
	610	航空機操縦士、航空士、航空機関士
	611	車掌
	612	鉄道員
	613	船員
	614	その他の運輸従事者
	615	無線通信士、無線技術士
	616	有線通信士
	617	電話交換手
	618	郵便・電報外務員
	619	その他の通信従事者
	620	採鉱員、採炭員
	621	石切出作業者
	622	その他の採掘作業者
	623	陶磁器工、絵付作業者
	624	石工
	625	ガラス・セメント製品製造作業者
	626	その他の窯業・土石製品製造作業者
	627	製銑工、製鋼工、精錬工
	628	鋳物工、鍛造工、金属材料製造作業者
	629	化学製品製造作業者
	630	金属工作機械工、めっき工、金属加工作業者
	631	鉄工、板金工
	632	金属溶接工
	633	一般機械組立工・修理工
	634	電気機械器具組立工・修理工
	635	自動車組立工・整備工
	636	鉄道車両組立工・修理工
	637	船舶ぎ装工（他に分類されない）
	638	航空機組立工・整備工
	639	自転車組立工・修理工
	640	その他の輸送機械組立・修理作業者
	641	時計組立工・修理工
	642	光学機械・精密機械器具組立工・修理工
	643	精穀工、製粉工
	644	パン・菓子・めん類・豆腐製造工
	645	味噌・醤油・缶詰食品・乳製品製造工、飲食料品製造作業者
	646	たばこ製造工
	647	酒類製造工
	648	製糸作業者
	649	織布工、紡織作業者
	650	漂白工、染色工
	651	洋服・和服仕立職
	652	縫製工、裁断工
	653	製材工、木工
	654	指物職、家具職、建具職
	655	船大工
	656	おけ職、木・竹・草・つる製品製造作業者
	657	製紙工、紙器製造工、パルプ・紙・紙製品製造作業者
	658	印刷・製本作業者
	659	ゴム・プラスチック製品製造作業者
	660	くつ製造工・修理工、かわ・かわ製品製造作業者
